,puntuacion usuarios,marca
11819,6.4,SONY
8658,6.4,SONY
3394,6.4,SONY
11025,6.4,SONY
11839,6.4,SONY
8867,6.4,SONY
5291,6.4,SONY
10939,6.4,SONY
3833,6.4,SONY
5300,6.4,SONY
3114,6.4,SONY
6338,6.4,SONY
11884,6.4,SONY
220,6.4,SONY
11902,6.4,SONY
10899,6.4,SONY
3630,6.4,SONY
8639,6.4,SONY
11370,6.4,SONY
4223,6.4,SONY
4612,6.4,SONY
4600,6.4,SONY
4678,6.4,SONY
11228,6.4,SONY
11680,6.4,SONY
4324,6.4,SONY
7607,6.4,SONY
7978,6.4,SONY
8584,6.4,SONY
7602,6.4,SONY
11152,6.4,SONY
11148,6.4,SONY
7333,6.4,SONY
8235,6.4,SONY
5033,6.4,SONY
8509,6.4,SONY
472,6.4,SONY
6303,6.4,SONY
11388,6.4,SONY
12158,6.4,SONY
9724,6.4,SONY
11529,6.4,SONY
2565,6.4,SONY
1515,6.4,SONY
9947,6.4,SONY
9965,6.4,SONY
6144,6.4,SONY
12144,6.4,SONY
1429,6.4,SONY
11412,6.4,SONY
902,6.4,SONY
1311,6.4,SONY
5620,6.4,SONY
10531,6.4,SONY
10293,6.4,SONY
1020,6.4,SONY
10369,6.4,SONY
10425,6.4,SONY
10756,6.4,SONY
1652,6.4,SONY
5539,6.4,SONY
5582,6.4,SONY
5455,6.4,SONY
6198,6.4,SONY
2439,6.4,SONY
6157,6.4,SONY
5523,6.4,SONY
9483,6.4,SONY
9606,6.4,SONY
5541,6.4,SONY
11695,6.4,SONY
12059,6.4,SONY
9721,6.4,SONY
14291,6.3,SONY
14525,6.3,SONY
14556,6.3,SONY
17682,6.3,SONY
6028,6.3,SONY
7688,6.3,SONY
17594,6.3,SONY
11226,6.3,SONY
14266,6.3,SONY
14598,6.3,SONY
14426,6.3,SONY
6348,6.3,SONY
6890,6.3,SONY
7543,6.3,SONY
995,6.3,SONY
14250,6.3,SONY
7044,6.3,SONY
6829,6.3,SONY
8546,6.3,SONY
7689,6.3,SONY
11208,6.3,SONY
9183,6.3,SONY
13648,6.3,SONY
13630,6.3,SONY
9333,6.3,SONY
9395,6.3,SONY
9428,6.3,SONY
9440,6.3,SONY
13487,6.3,SONY
10820,6.3,SONY
13462,6.3,SONY
10768,6.3,SONY
9754,6.3,SONY
9877,6.3,SONY
13054,6.3,SONY
13311,6.3,SONY
10028,6.3,SONY
13211,6.3,SONY
10262,6.3,SONY
13187,6.3,SONY
9174,6.3,SONY
9150,6.3,SONY
9146,6.3,SONY
13909,6.3,SONY
7874,6.3,SONY
273,6.3,SONY
7953,6.3,SONY
12848,6.3,SONY
14006,6.3,SONY
14005,6.3,SONY
13984,6.3,SONY
13929,6.3,SONY
8530,6.3,SONY
9053,6.3,SONY
12893,6.3,SONY
5875,6.3,SONY
8785,6.3,SONY
8796,6.3,SONY
8847,6.3,SONY
13717,6.3,SONY
8924,6.3,SONY
8935,6.3,SONY
5942,6.3,SONY
5999,6.3,SONY
11473,6.3,SONY
4051,6.3,SONY
16622,6.3,SONY
16575,6.3,SONY
16451,6.3,SONY
16405,6.3,SONY
4420,6.3,SONY
4371,6.3,SONY
4370,6.3,SONY
4236,6.3,SONY
16395,6.3,SONY
753,6.3,SONY
15723,6.3,SONY
12520,6.3,SONY
4066,6.3,SONY
15794,6.3,SONY
17126,6.3,SONY
15796,6.3,SONY
15813,6.3,SONY
2856,6.3,SONY
16187,6.3,SONY
15860,6.3,SONY
17265,6.3,SONY
16169,6.3,SONY
17195,6.3,SONY
11824,6.3,SONY
3119,6.3,SONY
17209,6.3,SONY
644,6.3,SONY
17224,6.3,SONY
15195,6.3,SONY
11843,6.3,SONY
5013,6.3,SONY
12359,6.3,SONY
11575,6.3,SONY
17404,6.3,SONY
17039,6.3,SONY
12117,6.3,SONY
5451,6.3,SONY
5486,6.3,SONY
17038,6.3,SONY
5603,6.3,SONY
16728,6.3,SONY
17443,6.3,SONY
15140,6.3,SONY
11506,6.3,SONY
12365,6.3,SONY
17427,6.3,SONY
17020,6.3,SONY
1016,6.3,SONY
5611,6.3,SONY
15020,6.3,SONY
5121,6.3,SONY
16182,6.2,SONY
8271,9.7,NINTENDO
8828,9.7,NINTENDO
11931,9.7,NINTENDO
17914,9.6,NINTENDO
17915,9.6,NINTENDO
17917,9.6,NINTENDO
17556,9.6,NINTENDO
9,9.2,NINTENDO
3373,9.2,NINTENDO
8118,9.2,NINTENDO
1233,9.2,NINTENDO
341,9.2,NINTENDO
9884,9.2,NINTENDO
1721,9.2,NINTENDO
528,9.1,NINTENDO
17799,9.1,NINTENDO
87,9.1,NINTENDO
2425,9.1,NINTENDO
2232,9.1,NINTENDO
8119,9.1,NINTENDO
1010,9.1,NINTENDO
12846,9.1,NINTENDO
8267,9.1,NINTENDO
10511,9.1,NINTENDO
3137,9.1,NINTENDO
6949,9.1,NINTENDO
60,9.1,NINTENDO
2926,9.1,NINTENDO
1090,9.0,NINTENDO
2009,9.0,NINTENDO
1633,9.0,NINTENDO
1964,9.0,NINTENDO
11191,9.0,NINTENDO
9191,9.0,NINTENDO
3946,9.0,NINTENDO
1809,9.0,NINTENDO
2513,9.0,NINTENDO
5817,9.0,NINTENDO
2974,9.0,NINTENDO
10980,9.0,NINTENDO
17802,9.0,NINTENDO
557,9.0,NINTENDO
28,9.0,NINTENDO
5917,9.0,NINTENDO
903,9.0,NINTENDO
1718,9.0,NINTENDO
7546,9.0,NINTENDO
16711,8.9,NINTENDO
1504,8.9,NINTENDO
11930,8.9,NINTENDO
3738,8.9,NINTENDO
4700,8.9,NINTENDO
15449,8.9,NINTENDO
12284,8.9,NINTENDO
11766,8.9,NINTENDO
3952,8.9,NINTENDO
2206,8.9,NINTENDO
12097,8.9,NINTENDO
11315,8.9,NINTENDO
14729,8.9,NINTENDO
5995,8.9,NINTENDO
2353,8.9,NINTENDO
7163,8.9,NINTENDO
766,8.9,NINTENDO
3911,8.9,NINTENDO
11194,8.9,NINTENDO
4230,8.9,NINTENDO
11963,8.9,NINTENDO
3592,8.9,NINTENDO
17467,8.9,NINTENDO
3369,8.9,NINTENDO
5044,8.9,NINTENDO
5099,8.9,NINTENDO
161,8.9,NINTENDO
5457,8.9,NINTENDO
16768,8.9,NINTENDO
2519,8.9,NINTENDO
5866,8.9,NINTENDO
1308,8.9,NINTENDO
2679,8.9,NINTENDO
7708,8.9,NINTENDO
17797,8.9,NINTENDO
2730,8.9,NINTENDO
3619,8.9,NINTENDO
1904,8.9,NINTENDO
297,8.9,NINTENDO
4165,8.8,NINTENDO
17913,8.8,NINTENDO
4041,8.8,NINTENDO
8709,8.8,NINTENDO
2112,8.8,NINTENDO
3264,8.8,NINTENDO
2893,8.8,NINTENDO
2699,8.8,NINTENDO
2113,8.8,NINTENDO
2896,8.8,NINTENDO
2114,8.8,NINTENDO
1459,8.8,NINTENDO
1436,8.8,NINTENDO
1454,8.8,NINTENDO
14565,8.8,NINTENDO
6447,8.8,NINTENDO
1175,8.8,NINTENDO
3659,8.8,NINTENDO
3656,8.8,NINTENDO
4254,8.8,NINTENDO
2975,8.8,NINTENDO
15363,8.8,NINTENDO
5814,8.8,NINTENDO
3124,8.8,NINTENDO
2676,8.8,NINTENDO
11539,8.8,NINTENDO
1244,8.8,NINTENDO
2323,8.8,NINTENDO
15862,8.8,NINTENDO
1442,8.8,NINTENDO
3345,8.8,NINTENDO
7449,8.8,NINTENDO
3156,8.8,NINTENDO
2910,8.8,NINTENDO
428,8.8,NINTENDO
2003,8.8,NINTENDO
6962,8.8,NINTENDO
6274,8.8,NINTENDO
745,8.8,NINTENDO
4553,8.8,NINTENDO
6512,8.8,NINTENDO
669,8.8,NINTENDO
4555,8.8,NINTENDO
8467,8.8,NINTENDO
5592,8.8,NINTENDO
2007,8.8,NINTENDO
124,8.8,NINTENDO
132,8.8,NINTENDO
6646,8.8,NINTENDO
11877,8.8,NINTENDO
137,8.8,NINTENDO
6642,8.8,NINTENDO
139,8.8,NINTENDO
8085,8.8,NINTENDO
5558,8.8,NINTENDO
5555,8.8,NINTENDO
7598,8.8,NINTENDO
237,8.8,NINTENDO
8301,8.8,NINTENDO
12255,8.8,NINTENDO
4846,8.8,NINTENDO
6195,8.8,NINTENDO
2034,8.8,NINTENDO
1922,8.8,NINTENDO
7964,8.8,NINTENDO
857,8.8,NINTENDO
1870,8.8,NINTENDO
2092,8.8,NINTENDO
4395,8.8,NINTENDO
26,8.8,NINTENDO
2085,8.8,NINTENDO
1847,8.8,NINTENDO
871,8.8,NINTENDO
8011,8.8,NINTENDO
868,8.8,NINTENDO
8232,8.8,NINTENDO
10754,8.7,NINTENDO
15565,8.7,NINTENDO
16619,8.7,NINTENDO
3409,8.7,NINTENDO
2715,8.7,NINTENDO
2618,8.7,NINTENDO
10940,8.7,NINTENDO
7271,8.7,NINTENDO
14849,8.7,NINTENDO
7836,8.7,NINTENDO
10288,8.7,NINTENDO
2914,8.7,NINTENDO
5874,8.7,NINTENDO
3174,8.7,NINTENDO
8139,8.7,NINTENDO
7859,8.7,NINTENDO
9503,8.7,NINTENDO
1859,8.7,NINTENDO
101,8.7,NINTENDO
8009,8.7,NINTENDO
1846,8.7,NINTENDO
2963,8.7,NINTENDO
12017,8.7,NINTENDO
9860,8.7,NINTENDO
1317,8.7,NINTENDO
3070,8.7,NINTENDO
16049,8.7,NINTENDO
2987,8.7,NINTENDO
5146,8.7,NINTENDO
7244,8.7,NINTENDO
8060,8.7,NINTENDO
7965,8.7,NINTENDO
3620,8.7,NINTENDO
15566,8.7,NINTENDO
16452,8.7,NINTENDO
72,8.7,NINTENDO
10857,8.7,NINTENDO
17468,8.7,NINTENDO
2109,8.7,NINTENDO
14645,8.7,NINTENDO
2348,8.7,NINTENDO
4104,8.7,NINTENDO
4101,8.7,NINTENDO
4093,8.7,NINTENDO
6446,8.7,NINTENDO
1007,8.7,NINTENDO
15747,8.7,NINTENDO
15051,8.7,NINTENDO
2199,8.7,NINTENDO
16369,8.7,NINTENDO
7486,8.7,NINTENDO
2027,8.7,NINTENDO
7448,8.7,NINTENDO
12372,8.7,NINTENDO
8554,8.7,NINTENDO
2230,8.7,NINTENDO
8896,8.7,NINTENDO
6436,8.7,NINTENDO
5559,8.7,NINTENDO
2061,8.7,NINTENDO
12617,8.7,NINTENDO
6725,8.7,NINTENDO
6893,8.7,NINTENDO
2508,8.7,NINTENDO
6283,8.7,NINTENDO
4770,8.7,NINTENDO
16161,8.7,NINTENDO
6077,8.7,NINTENDO
16908,8.7,NINTENDO
8734,8.7,NINTENDO
3685,8.7,NINTENDO
15483,8.7,NINTENDO
8544,8.7,NINTENDO
1498,8.6,NINTENDO
6013,8.6,NINTENDO
2857,8.6,NINTENDO
6940,8.6,NINTENDO
2863,8.6,NINTENDO
6900,8.6,NINTENDO
2871,8.6,NINTENDO
1720,8.6,NINTENDO
11873,8.6,NINTENDO
15979,8.6,NINTENDO
16037,8.6,NINTENDO
1989,8.6,NINTENDO
2509,8.6,NINTENDO
17532,8.6,NINTENDO
12861,8.6,NINTENDO
2551,8.6,NINTENDO
13009,8.6,NINTENDO
1952,8.6,NINTENDO
7117,8.6,NINTENDO
10964,8.6,NINTENDO
7119,8.6,NINTENDO
6085,8.6,NINTENDO
6857,8.6,NINTENDO
1800,8.6,NINTENDO
7062,8.6,NINTENDO
2000,8.6,NINTENDO
6047,8.6,NINTENDO
11990,8.6,NINTENDO
16396,8.6,NINTENDO
16032,8.6,NINTENDO
6844,8.6,NINTENDO
7055,8.6,NINTENDO
11471,8.6,NINTENDO
1677,8.6,NINTENDO
1784,8.6,NINTENDO
2282,8.6,NINTENDO
12098,8.6,NINTENDO
15407,8.6,NINTENDO
7548,8.6,NINTENDO
8742,8.6,NINTENDO
5879,8.6,NINTENDO
16816,8.6,NINTENDO
3493,8.6,NINTENDO
7374,8.6,NINTENDO
5825,8.6,NINTENDO
14170,8.6,NINTENDO
14234,8.6,NINTENDO
8754,8.6,NINTENDO
946,8.6,NINTENDO
3674,8.6,NINTENDO
16819,8.6,NINTENDO
17900,8.6,NINTENDO
8821,8.6,NINTENDO
3733,8.6,NINTENDO
7385,8.6,NINTENDO
14584,8.6,NINTENDO
1139,8.6,NINTENDO
4701,8.6,NINTENDO
8376,8.6,NINTENDO
15367,8.6,NINTENDO
7454,8.6,NINTENDO
8461,8.6,NINTENDO
14780,8.6,NINTENDO
17924,8.6,NINTENDO
7411,8.6,NINTENDO
15398,8.6,NINTENDO
15811,8.6,NINTENDO
7545,8.6,NINTENDO
4991,8.6,NINTENDO
15786,8.6,NINTENDO
13997,8.6,NINTENDO
21,8.6,NINTENDO
3000,8.6,NINTENDO
16560,8.6,NINTENDO
3017,8.6,NINTENDO
3136,8.6,NINTENDO
3151,8.6,NINTENDO
15613,8.6,NINTENDO
899,8.6,NINTENDO
7981,8.6,NINTENDO
10042,8.6,NINTENDO
949,8.6,NINTENDO
5127,8.6,NINTENDO
17732,8.6,NINTENDO
13885,8.6,NINTENDO
3265,8.6,NINTENDO
3285,8.6,NINTENDO
16450,8.6,NINTENDO
7308,8.6,NINTENDO
4255,8.6,NINTENDO
3337,8.6,NINTENDO
4197,8.6,NINTENDO
16069,8.6,NINTENDO
959,8.6,NINTENDO
4193,8.6,NINTENDO
15295,8.6,NINTENDO
5894,8.6,NINTENDO
7537,8.6,NINTENDO
135,8.6,NINTENDO
16724,8.6,NINTENDO
8575,8.5,NINTENDO
4488,8.5,NINTENDO
8539,8.5,NINTENDO
16889,8.5,NINTENDO
8187,8.5,NINTENDO
2018,8.5,NINTENDO
11996,8.5,NINTENDO
7925,8.5,NINTENDO
5244,8.5,NINTENDO
5134,8.5,NINTENDO
15672,8.5,NINTENDO
1907,8.5,NINTENDO
7738,8.5,NINTENDO
5440,8.5,NINTENDO
1942,8.5,NINTENDO
5022,8.5,NINTENDO
15489,8.5,NINTENDO
8152,8.5,NINTENDO
4932,8.5,NINTENDO
15522,8.5,NINTENDO
7654,8.5,NINTENDO
8333,8.5,NINTENDO
8345,8.5,NINTENDO
7575,8.5,NINTENDO
4545,8.5,NINTENDO
16562,8.5,NINTENDO
2912,8.5,NINTENDO
2097,8.5,NINTENDO
17049,8.5,NINTENDO
11052,8.5,NINTENDO
17097,8.5,NINTENDO
6592,8.5,NINTENDO
9612,8.5,NINTENDO
3429,8.5,NINTENDO
2601,8.5,NINTENDO
2630,8.5,NINTENDO
2637,8.5,NINTENDO
2648,8.5,NINTENDO
9717,8.5,NINTENDO
3235,8.5,NINTENDO
10611,8.5,NINTENDO
7269,8.5,NINTENDO
2741,8.5,NINTENDO
2810,8.5,NINTENDO
10102,8.5,NINTENDO
17210,8.5,NINTENDO
7152,8.5,NINTENDO
3005,8.5,NINTENDO
7105,8.5,NINTENDO
3708,8.5,NINTENDO
8689,8.5,NINTENDO
6086,8.5,NINTENDO
11814,8.5,NINTENDO
4183,8.5,NINTENDO
4159,8.5,NINTENDO
7496,8.5,NINTENDO
16950,8.5,NINTENDO
2261,8.5,NINTENDO
10400,8.5,NINTENDO
3903,8.5,NINTENDO
7046,8.5,NINTENDO
3810,8.5,NINTENDO
11458,8.5,NINTENDO
2411,8.5,NINTENDO
15377,8.5,NINTENDO
3776,8.5,NINTENDO
17293,8.5,NINTENDO
3759,8.5,NINTENDO
3756,8.5,NINTENDO
3714,8.5,NINTENDO
3711,8.5,NINTENDO
7349,8.5,NINTENDO
15910,8.5,NINTENDO
948,8.5,NINTENDO
6422,8.5,NINTENDO
6647,8.5,NINTENDO
12927,8.5,NINTENDO
1402,8.5,NINTENDO
1622,8.5,NINTENDO
6278,8.5,NINTENDO
1011,8.5,NINTENDO
6279,8.5,NINTENDO
667,8.5,NINTENDO
13523,8.5,NINTENDO
6325,8.5,NINTENDO
55,8.5,NINTENDO
12546,8.5,NINTENDO
14969,8.5,NINTENDO
1737,8.5,NINTENDO
1129,8.5,NINTENDO
34,8.5,NINTENDO
14390,8.5,NINTENDO
15046,8.5,NINTENDO
113,8.5,NINTENDO
1003,8.5,NINTENDO
1432,8.5,NINTENDO
1680,8.5,NINTENDO
1445,8.5,NINTENDO
6775,8.5,NINTENDO
84,8.5,NINTENDO
1154,8.5,NINTENDO
16278,8.5,NINTENDO
14869,8.5,NINTENDO
14298,8.5,NINTENDO
12722,8.5,NINTENDO
1397,8.5,NINTENDO
46,8.5,NINTENDO
13310,8.5,NINTENDO
16039,8.5,NINTENDO
245,8.5,NINTENDO
14922,8.5,NINTENDO
13050,8.5,NINTENDO
14649,8.5,NINTENDO
17916,8.5,NINTENDO
1251,8.5,NINTENDO
1582,8.5,NINTENDO
6497,8.5,NINTENDO
425,8.5,NINTENDO
2632,8.4,NINTENDO
1557,8.4,NINTENDO
6404,8.4,NINTENDO
4211,8.4,NINTENDO
16783,8.4,NINTENDO
1473,8.4,NINTENDO
15689,8.4,NINTENDO
9584,8.4,NINTENDO
3565,8.4,NINTENDO
5048,8.4,NINTENDO
8346,8.4,NINTENDO
8792,8.4,NINTENDO
7521,8.4,NINTENDO
2693,8.4,NINTENDO
16380,8.4,NINTENDO
15007,8.4,NINTENDO
14818,8.4,NINTENDO
7384,8.4,NINTENDO
1695,8.4,NINTENDO
8228,8.4,NINTENDO
9570,8.4,NINTENDO
2907,8.4,NINTENDO
2308,8.4,NINTENDO
8366,8.4,NINTENDO
15300,8.4,NINTENDO
8031,8.4,NINTENDO
6119,8.4,NINTENDO
2414,8.4,NINTENDO
14244,8.4,NINTENDO
258,8.4,NINTENDO
15686,8.4,NINTENDO
1605,8.4,NINTENDO
4974,8.4,NINTENDO
2798,8.4,NINTENDO
8304,8.4,NINTENDO
16473,8.4,NINTENDO
15913,8.4,NINTENDO
2505,8.4,NINTENDO
7139,8.4,NINTENDO
2584,8.4,NINTENDO
17905,8.4,NINTENDO
6492,8.4,NINTENDO
15023,8.4,NINTENDO
8732,8.4,NINTENDO
8158,8.4,NINTENDO
1639,8.4,NINTENDO
17567,8.4,NINTENDO
2463,8.4,NINTENDO
4755,8.4,NINTENDO
8103,8.4,NINTENDO
7710,8.4,NINTENDO
11282,8.4,NINTENDO
16793,8.4,NINTENDO
4196,8.4,NINTENDO
7657,8.4,NINTENDO
12808,8.4,NINTENDO
1667,8.4,NINTENDO
3450,8.4,NINTENDO
11599,8.4,NINTENDO
14464,8.4,NINTENDO
1403,8.4,NINTENDO
14546,8.4,NINTENDO
8490,8.4,NINTENDO
17490,8.4,NINTENDO
3110,8.4,NINTENDO
8488,8.4,NINTENDO
5622,8.4,NINTENDO
15607,8.4,NINTENDO
15837,8.4,NINTENDO
23,8.4,NINTENDO
16035,8.4,NINTENDO
17383,8.4,NINTENDO
11876,8.4,NINTENDO
3061,8.4,NINTENDO
7803,8.4,NINTENDO
7213,8.4,NINTENDO
15817,8.4,NINTENDO
5275,8.4,NINTENDO
3781,8.4,NINTENDO
6795,8.4,NINTENDO
3238,8.4,NINTENDO
13857,8.4,NINTENDO
9982,8.4,NINTENDO
5374,8.4,NINTENDO
14505,8.4,NINTENDO
6463,8.4,NINTENDO
1830,8.4,NINTENDO
16717,8.4,NINTENDO
17921,8.4,NINTENDO
1365,8.4,NINTENDO
918,8.4,NINTENDO
6805,8.4,NINTENDO
1094,8.4,NINTENDO
15797,8.4,NINTENDO
15376,8.4,NINTENDO
1239,8.4,NINTENDO
8882,8.4,NINTENDO
12696,8.4,NINTENDO
15104,8.4,NINTENDO
4639,8.4,NINTENDO
16254,8.4,NINTENDO
15492,8.4,NINTENDO
6290,8.4,NINTENDO
2220,8.4,NINTENDO
3750,8.4,NINTENDO
2241,8.4,NINTENDO
17675,8.4,NINTENDO
17927,8.4,NINTENDO
4657,8.4,NINTENDO
3764,8.4,NINTENDO
14968,8.4,NINTENDO
7592,8.3,NINTENDO
2946,8.3,NINTENDO
2875,8.3,NINTENDO
1377,8.3,NINTENDO
3142,8.3,NINTENDO
6756,8.3,NINTENDO
4490,8.3,NINTENDO
2938,8.3,NINTENDO
9839,8.3,NINTENDO
3178,8.3,NINTENDO
5922,8.3,NINTENDO
7257,8.3,NINTENDO
15901,8.3,NINTENDO
2712,8.3,NINTENDO
3204,8.3,NINTENDO
3275,8.3,NINTENDO
10002,8.3,NINTENDO
10731,8.3,NINTENDO
9653,8.3,NINTENDO
16441,8.3,NINTENDO
7142,8.3,NINTENDO
17192,8.3,NINTENDO
6357,8.3,NINTENDO
14794,8.3,NINTENDO
15405,8.3,NINTENDO
13540,8.3,NINTENDO
17160,8.3,NINTENDO
2853,8.3,NINTENDO
2847,8.3,NINTENDO
7584,8.3,NINTENDO
2846,8.3,NINTENDO
4557,8.3,NINTENDO
4729,8.3,NINTENDO
8691,8.3,NINTENDO
1490,8.3,NINTENDO
6653,8.3,NINTENDO
3073,8.3,NINTENDO
10551,8.3,NINTENDO
9745,8.3,NINTENDO
16872,8.3,NINTENDO
4789,8.3,NINTENDO
3312,8.3,NINTENDO
14655,8.3,NINTENDO
16591,8.3,NINTENDO
2870,8.3,NINTENDO
13572,8.3,NINTENDO
16913,8.3,NINTENDO
7534,8.3,NINTENDO
5652,8.3,NINTENDO
2792,8.3,NINTENDO
1287,8.3,NINTENDO
4681,8.3,NINTENDO
6739,8.3,NINTENDO
15457,8.3,NINTENDO
5088,8.3,NINTENDO
17010,8.3,NINTENDO
5241,8.3,NINTENDO
2074,8.3,NINTENDO
2080,8.3,NINTENDO
6687,8.3,NINTENDO
14898,8.3,NINTENDO
15576,8.3,NINTENDO
5715,8.3,NINTENDO
15047,8.3,NINTENDO
6594,8.3,NINTENDO
11789,8.3,NINTENDO
7000,8.3,NINTENDO
6557,8.3,NINTENDO
15437,8.3,NINTENDO
77,8.3,NINTENDO
8829,8.3,NINTENDO
6605,8.3,NINTENDO
16363,8.3,NINTENDO
14620,8.3,NINTENDO
14036,8.3,NINTENDO
15354,8.3,NINTENDO
16542,8.3,NINTENDO
8030,8.3,NINTENDO
11601,8.3,NINTENDO
17539,8.3,NINTENDO
2057,8.3,NINTENDO
14586,8.3,NINTENDO
17849,8.3,NINTENDO
22,8.3,NINTENDO
1853,8.3,NINTENDO
3896,8.3,NINTENDO
15,8.3,NINTENDO
5328,8.3,NINTENDO
17458,8.3,NINTENDO
16707,8.3,NINTENDO
5773,8.3,NINTENDO
7862,8.3,NINTENDO
6243,8.3,NINTENDO
17469,8.3,NINTENDO
7864,8.3,NINTENDO
1817,8.3,NINTENDO
2029,8.3,NINTENDO
16714,8.3,NINTENDO
6260,8.3,NINTENDO
17403,8.3,NINTENDO
1807,8.3,NINTENDO
16175,8.3,NINTENDO
15594,8.3,NINTENDO
14537,8.3,NINTENDO
15969,8.3,NINTENDO
6188,8.3,NINTENDO
8906,8.3,NINTENDO
16001,8.3,NINTENDO
4067,8.3,NINTENDO
8564,8.3,NINTENDO
8049,8.3,NINTENDO
8787,8.3,NINTENDO
7495,8.3,NINTENDO
12819,8.3,NINTENDO
9411,8.3,NINTENDO
8106,8.3,NINTENDO
7352,8.3,NINTENDO
179,8.3,NINTENDO
17560,8.3,NINTENDO
14844,8.3,NINTENDO
5458,8.3,NINTENDO
2309,8.3,NINTENDO
974,8.3,NINTENDO
16807,8.3,NINTENDO
4983,8.3,NINTENDO
7512,8.3,NINTENDO
8133,8.3,NINTENDO
2521,8.3,NINTENDO
6735,8.3,NINTENDO
908,8.3,NINTENDO
15542,8.3,NINTENDO
9451,8.3,NINTENDO
2600,8.3,NINTENDO
6134,8.3,NINTENDO
14819,8.3,NINTENDO
1166,8.3,NINTENDO
3531,8.3,NINTENDO
149,8.3,NINTENDO
2394,8.3,NINTENDO
8070,8.3,NINTENDO
2342,8.3,NINTENDO
1223,8.3,NINTENDO
6548,8.3,NINTENDO
2604,8.3,NINTENDO
1162,8.3,NINTENDO
16554,8.2,NINTENDO
3897,8.2,NINTENDO
3271,8.2,NINTENDO
9460,8.2,NINTENDO
9475,8.2,NINTENDO
7329,8.2,NINTENDO
3537,8.2,NINTENDO
3467,8.2,NINTENDO
7280,8.2,NINTENDO
13988,8.2,NINTENDO
8945,8.2,NINTENDO
16488,8.2,NINTENDO
9838,8.2,NINTENDO
6680,8.2,NINTENDO
13990,8.2,NINTENDO
7361,8.2,NINTENDO
16509,8.2,NINTENDO
17056,8.2,NINTENDO
8812,8.2,NINTENDO
7316,8.2,NINTENDO
3725,8.2,NINTENDO
3727,8.2,NINTENDO
14627,8.2,NINTENDO
9643,8.2,NINTENDO
9665,8.2,NINTENDO
7523,8.2,NINTENDO
13994,8.2,NINTENDO
5910,8.2,NINTENDO
16556,8.2,NINTENDO
3442,8.2,NINTENDO
3400,8.2,NINTENDO
3752,8.2,NINTENDO
3402,8.2,NINTENDO
15478,8.2,NINTENDO
8767,8.2,NINTENDO
3320,8.2,NINTENDO
9733,8.2,NINTENDO
6419,8.2,NINTENDO
6655,8.2,NINTENDO
16519,8.2,NINTENDO
15358,8.2,NINTENDO
1861,8.2,NINTENDO
16268,8.2,NINTENDO
1531,8.2,NINTENDO
12863,8.2,NINTENDO
2517,8.2,NINTENDO
2526,8.2,NINTENDO
11011,8.2,NINTENDO
13001,8.2,NINTENDO
6494,8.2,NINTENDO
1574,8.2,NINTENDO
8157,8.2,NINTENDO
10872,8.2,NINTENDO
15641,8.2,NINTENDO
4931,8.2,NINTENDO
13159,8.2,NINTENDO
17235,8.2,NINTENDO
7844,8.2,NINTENDO
1556,8.2,NINTENDO
6903,8.2,NINTENDO
5414,8.2,NINTENDO
2653,8.2,NINTENDO
6965,8.2,NINTENDO
4867,8.2,NINTENDO
1535,8.2,NINTENDO
8248,8.2,NINTENDO
5118,8.2,NINTENDO
8128,8.2,NINTENDO
6080,8.2,NINTENDO
12601,8.2,NINTENDO
1693,8.2,NINTENDO
7021,8.2,NINTENDO
15045,8.2,NINTENDO
2246,8.2,NINTENDO
11687,8.2,NINTENDO
11723,8.2,NINTENDO
2284,8.2,NINTENDO
106,8.2,NINTENDO
76,8.2,NINTENDO
15558,8.2,NINTENDO
2317,8.2,NINTENDO
6866,8.2,NINTENDO
17551,8.2,NINTENDO
2340,8.2,NINTENDO
8059,8.2,NINTENDO
11759,8.2,NINTENDO
15175,8.2,NINTENDO
16786,8.2,NINTENDO
16331,8.2,NINTENDO
7987,8.2,NINTENDO
12607,8.2,NINTENDO
170,8.2,NINTENDO
2444,8.2,NINTENDO
8259,8.2,NINTENDO
7934,8.2,NINTENDO
16406,8.2,NINTENDO
15980,8.2,NINTENDO
481,8.2,NINTENDO
1439,8.2,NINTENDO
5572,8.2,NINTENDO
6332,8.2,NINTENDO
6343,8.2,NINTENDO
4624,8.2,NINTENDO
6346,8.2,NINTENDO
1993,8.2,NINTENDO
6266,8.2,NINTENDO
15595,8.2,NINTENDO
3041,8.2,NINTENDO
7178,8.2,NINTENDO
5968,8.2,NINTENDO
8473,8.2,NINTENDO
6806,8.2,NINTENDO
3152,8.2,NINTENDO
3159,8.2,NINTENDO
6227,8.2,NINTENDO
5327,8.2,NINTENDO
3176,8.2,NINTENDO
1894,8.2,NINTENDO
17440,8.2,NINTENDO
1788,8.2,NINTENDO
1799,8.2,NINTENDO
7173,8.2,NINTENDO
2026,8.2,NINTENDO
2739,8.2,NINTENDO
7656,8.2,NINTENDO
490,8.2,NINTENDO
10596,8.2,NINTENDO
6639,8.2,NINTENDO
10595,8.2,NINTENDO
17222,8.2,NINTENDO
17517,8.2,NINTENDO
5267,8.2,NINTENDO
15497,8.2,NINTENDO
2203,8.2,NINTENDO
5548,8.2,NINTENDO
1776,8.2,NINTENDO
10428,8.2,NINTENDO
1474,8.2,NINTENDO
1778,8.2,NINTENDO
6833,8.2,NINTENDO
658,8.2,NINTENDO
4026,8.1,NINTENDO
5314,8.1,NINTENDO
5180,8.1,NINTENDO
