,puntuacion usuarios,marca
1934,8.0,SONY
4337,8.0,SONY
17387,8.0,SONY
8536,8.0,SONY
3746,8.0,SONY
10341,8.0,SONY
110,8.0,SONY
1897,8.0,SONY
7143,8.0,SONY
14286,8.0,SONY
1874,8.0,SONY
5708,8.0,SONY
8142,8.0,SONY
5640,8.0,SONY
10985,8.0,SONY
8131,8.0,SONY
7228,8.0,SONY
747,8.0,SONY
4394,8.0,SONY
8217,8.0,SONY
10515,8.0,SONY
10536,8.0,SONY
5722,8.0,SONY
10547,8.0,SONY
8044,8.0,SONY
795,8.0,SONY
7346,8.0,SONY
3476,8.0,SONY
5071,8.0,SONY
5067,8.0,SONY
1146,8.0,SONY
15154,8.0,SONY
16929,8.0,SONY
5026,8.0,SONY
5017,8.0,SONY
1128,8.0,SONY
7736,8.0,SONY
11646,8.0,SONY
3543,8.0,SONY
16948,8.0,SONY
11705,8.0,SONY
17364,8.0,SONY
1051,8.0,SONY
12532,8.0,SONY
12519,8.0,SONY
11808,8.0,SONY
4925,8.0,SONY
4918,8.0,SONY
15330,8.0,SONY
4784,8.0,SONY
17025,8.0,SONY
7636,8.0,SONY
4889,8.0,SONY
12138,8.0,SONY
4879,8.0,SONY
12146,8.0,SONY
860,8.0,SONY
1147,8.0,SONY
7752,8.0,SONY
12604,8.0,SONY
15555,8.0,SONY
8024,8.0,SONY
86,8.0,SONY
379,8.0,SONY
336,8.0,SONY
10182,8.0,SONY
11205,8.0,SONY
3490,8.0,SONY
14973,8.0,SONY
1411,8.0,SONY
11220,8.0,SONY
3497,8.0,SONY
11289,8.0,SONY
12768,8.0,SONY
808,8.0,SONY
4679,8.0,SONY
7942,8.0,SONY
15087,8.0,SONY
5203,8.0,SONY
11383,8.0,SONY
5197,8.0,SONY
11385,8.0,SONY
1286,8.0,SONY
11464,8.0,SONY
16877,8.0,SONY
7813,8.0,SONY
7770,8.0,SONY
5142,8.0,SONY
4671,8.0,SONY
8238,8.0,SONY
397,8.0,SONY
6667,8.0,SONY
13893,8.0,SONY
599,8.0,SONY
6631,8.0,SONY
2990,8.0,SONY
14343,8.0,SONY
3968,8.0,SONY
9153,8.0,SONY
3953,8.0,SONY
7019,8.0,SONY
9182,8.0,SONY
9253,8.0,SONY
3811,8.0,SONY
6360,8.0,SONY
3223,8.0,SONY
16276,8.0,SONY
6657,8.0,SONY
6222,8.0,SONY
6221,8.0,SONY
13781,8.0,SONY
3928,8.0,SONY
586,8.0,SONY
13558,8.0,SONY
3179,8.0,SONY
3217,8.0,SONY
15774,8.0,SONY
9446,8.0,SONY
6473,8.0,SONY
2916,8.0,SONY
8942,8.0,SONY
8900,8.0,SONY
6964,8.0,SONY
8954,8.0,SONY
6501,8.0,SONY
6976,8.0,SONY
6982,8.0,SONY
4020,8.0,SONY
14460,8.0,SONY
9022,8.0,SONY
6992,8.0,SONY
2943,8.0,SONY
4036,8.0,SONY
9048,8.0,SONY
2811,8.0,SONY
9070,8.0,SONY
2805,8.0,SONY
2956,8.0,SONY
3184,8.0,SONY
13662,8.0,SONY
2781,8.0,SONY
17907,8.0,SONY
8937,8.0,SONY
3060,8.0,SONY
3891,8.0,SONY
9737,8.0,SONY
6736,8.0,SONY
14173,8.0,SONY
9522,8.0,SONY
8289,8.0,SONY
9828,8.0,SONY
6745,8.0,SONY
8591,8.0,SONY
8580,8.0,SONY
16134,8.0,SONY
140,8.0,SONY
4256,8.0,SONY
13304,8.0,SONY
8263,8.0,SONY
2174,8.0,SONY
6785,8.0,SONY
8565,8.0,SONY
8250,8.0,SONY
8494,8.0,SONY
16105,8.0,SONY
2482,8.0,SONY
9562,8.0,SONY
9547,8.0,SONY
4200,8.0,SONY
3063,8.0,SONY
2476,8.0,SONY
16019,8.0,SONY
9583,8.0,SONY
6107,8.0,SONY
11771,7.9,SONY
12006,7.9,SONY
11647,7.9,SONY
12055,7.9,SONY
5133,7.9,SONY
7644,7.9,SONY
15138,7.9,SONY
13831,7.9,SONY
6537,7.9,SONY
4868,7.9,SONY
13846,7.9,SONY
11690,7.9,SONY
11527,7.9,SONY
14442,7.9,SONY
12246,7.9,SONY
6770,7.9,SONY
14403,7.9,SONY
11638,7.9,SONY
11844,7.9,SONY
8640,7.9,SONY
8750,7.9,SONY
8761,7.9,SONY
6811,7.9,SONY
14150,7.9,SONY
5085,7.9,SONY
7719,7.9,SONY
6633,7.9,SONY
11573,7.9,SONY
12425,7.9,SONY
15191,7.9,SONY
12412,7.9,SONY
11603,7.9,SONY
11593,7.9,SONY
13774,7.9,SONY
4892,7.9,SONY
5848,7.9,SONY
9091,7.9,SONY
5163,7.9,SONY
10660,7.9,SONY
10573,7.9,SONY
7048,7.9,SONY
13467,7.9,SONY
5666,7.9,SONY
8321,7.9,SONY
13442,7.9,SONY
6046,7.9,SONY
9752,7.9,SONY
9759,7.9,SONY
13139,7.9,SONY
9814,7.9,SONY
14763,7.9,SONY
5974,7.9,SONY
5959,7.9,SONY
13183,7.9,SONY
13359,7.9,SONY
7107,7.9,SONY
9845,7.9,SONY
9943,7.9,SONY
10264,7.9,SONY
5884,7.9,SONY
9998,7.9,SONY
131,7.9,SONY
10229,7.9,SONY
5855,7.9,SONY
14700,7.9,SONY
10100,7.9,SONY
5847,7.9,SONY
10132,7.9,SONY
8111,7.9,SONY
7037,7.9,SONY
7853,7.9,SONY
319,7.9,SONY
12692,7.9,SONY
7869,7.9,SONY
14109,7.9,SONY
13695,7.9,SONY
12737,7.9,SONY
7974,7.9,SONY
848,7.9,SONY
14482,7.9,SONY
5376,7.9,SONY
10192,7.9,SONY
12825,7.9,SONY
14492,7.9,SONY
11128,7.9,SONY
7389,7.9,SONY
8443,7.9,SONY
8032,7.9,SONY
6297,7.9,SONY
5519,7.9,SONY
6262,7.9,SONY
5525,7.9,SONY
5530,7.9,SONY
6230,7.9,SONY
10859,7.9,SONY
10808,7.9,SONY
13038,7.9,SONY
332,7.9,SONY
10707,7.9,SONY
8424,7.9,SONY
9392,7.9,SONY
9761,7.9,SONY
846,7.9,SONY
2075,7.9,SONY
3058,7.9,SONY
4568,7.9,SONY
2400,7.9,SONY
1767,7.9,SONY
1369,7.9,SONY
4113,7.9,SONY
16201,7.9,SONY
1790,7.9,SONY
17248,7.9,SONY
642,7.9,SONY
1017,7.9,SONY
3013,7.9,SONY
16720,7.9,SONY
17189,7.9,SONY
1810,7.9,SONY
2709,7.9,SONY
592,7.9,SONY
2687,7.9,SONY
2143,7.9,SONY
2430,7.9,SONY
1539,7.9,SONY
4648,7.9,SONY
1595,7.9,SONY
3588,7.9,SONY
4501,7.9,SONY
15693,7.9,SONY
2087,7.9,SONY
2823,7.9,SONY
4505,7.9,SONY
3842,7.9,SONY
2744,7.9,SONY
3823,7.9,SONY
2001,7.9,SONY
4764,7.9,SONY
818,7.9,SONY
3485,7.9,SONY
3520,7.9,SONY
2364,7.9,SONY
17620,7.9,SONY
3755,7.9,SONY
1818,7.9,SONY
3859,7.9,SONY
16469,7.9,SONY
917,7.9,SONY
3635,7.9,SONY
1928,7.9,SONY
3349,7.9,SONY
3386,7.9,SONY
16481,7.9,SONY
3421,7.9,SONY
2892,7.9,SONY
17045,7.9,SONY
3305,7.9,SONY
647,7.9,SONY
3557,7.9,SONY
4603,7.9,SONY
17101,7.9,SONY
1038,7.9,SONY
2801,7.9,SONY
1035,7.9,SONY
4177,7.9,SONY
4201,7.9,SONY
4567,7.8,SONY
6109,7.8,SONY
7662,7.8,SONY
11172,7.8,SONY
7671,7.8,SONY
11062,7.8,SONY
14257,7.8,SONY
7685,7.8,SONY
11642,7.8,SONY
3568,7.8,SONY
3372,7.8,SONY
11968,7.8,SONY
615,7.8,SONY
16893,7.8,SONY
813,7.8,SONY
11271,7.8,SONY
11255,7.8,SONY
8353,7.8,SONY
5744,7.8,SONY
8585,7.8,SONY
5279,7.8,SONY
5280,7.8,SONY
5287,7.8,SONY
7267,7.8,SONY
11008,7.8,SONY
14516,7.8,SONY
7712,7.8,SONY
16448,7.8,SONY
13197,7.8,SONY
16749,7.8,SONY
6183,7.8,SONY
16547,7.8,SONY
5347,7.8,SONY
15006,7.8,SONY
2944,7.8,SONY
8874,7.8,SONY
10690,7.8,SONY
8207,7.8,SONY
2450,7.8,SONY
5918,7.8,SONY
8746,7.8,SONY
12486,7.8,SONY
4302,7.8,SONY
2319,7.8,SONY
11112,7.8,SONY
14784,7.8,SONY
9179,7.8,SONY
2984,7.8,SONY
5838,7.8,SONY
7514,7.8,SONY
5935,7.8,SONY
3626,7.8,SONY
10330,7.8,SONY
8452,7.8,SONY
16742,7.8,SONY
9610,7.8,SONY
8759,7.8,SONY
8764,7.8,SONY
551,7.8,SONY
7468,7.8,SONY
10322,7.8,SONY
9334,7.8,SONY
15664,7.8,SONY
8206,7.8,SONY
4455,7.8,SONY
5438,7.8,SONY
14875,7.8,SONY
8871,7.8,SONY
4199,7.8,SONY
7653,7.8,SONY
5453,7.8,SONY
6091,7.8,SONY
7648,7.8,SONY
8258,7.8,SONY
8860,7.8,SONY
11903,7.8,SONY
13273,7.8,SONY
4215,7.8,SONY
8944,7.8,SONY
4536,7.8,SONY
3676,7.8,SONY
6044,7.8,SONY
11076,7.8,SONY
14183,7.8,SONY
11658,7.8,SONY
17327,7.8,SONY
1500,7.8,SONY
8682,7.8,SONY
1015,7.8,SONY
12584,7.8,SONY
1089,7.8,SONY
17007,7.8,SONY
7574,7.8,SONY
5250,7.8,SONY
7748,7.8,SONY
13374,7.8,SONY
3936,7.8,SONY
2158,7.8,SONY
3942,7.8,SONY
10903,7.8,SONY
11430,7.8,SONY
9937,7.8,SONY
8495,7.8,SONY
6963,7.8,SONY
3972,7.8,SONY
10919,7.8,SONY
561,7.8,SONY
9742,7.8,SONY
3978,7.8,SONY
7762,7.8,SONY
4714,7.8,SONY
6600,7.8,SONY
1298,7.8,SONY
10935,7.8,SONY
9927,7.8,SONY
3980,7.8,SONY
2401,7.8,SONY
13682,7.8,SONY
2610,7.8,SONY
12145,7.8,SONY
9026,7.8,SONY
15815,7.8,SONY
6552,7.8,SONY
1701,7.8,SONY
765,7.8,SONY
10874,7.8,SONY
6514,7.8,SONY
6696,7.8,SONY
12275,7.8,SONY
1319,7.8,SONY
9129,7.8,SONY
4845,7.8,SONY
1684,7.8,SONY
4853,7.8,SONY
12261,7.8,SONY
8057,7.8,SONY
4816,7.8,SONY
629,7.8,SONY
3201,7.8,SONY
4886,7.8,SONY
756,7.8,SONY
4793,7.8,SONY
10843,7.8,SONY
4786,7.8,SONY
2806,7.8,SONY
3852,7.8,SONY
4771,7.8,SONY
3899,7.8,SONY
8068,7.8,SONY
12234,7.8,SONY
12310,7.8,SONY
2812,7.8,SONY
16814,7.8,SONY
9777,7.8,SONY
12203,7.8,SONY
7889,7.8,SONY
7470,7.8,SONY
8112,7.8,SONY
6401,7.8,SONY
5208,7.8,SONY
8124,7.8,SONY
1216,7.8,SONY
7016,7.8,SONY
12056,7.8,SONY
1551,7.8,SONY
9716,7.8,SONY
8955,7.8,SONY
3134,7.8,SONY
7858,7.8,SONY
3248,7.8,SONY
10986,7.8,SONY
10091,7.8,SONY
4631,7.8,SONY
13298,7.8,SONY
15118,7.8,SONY
10582,7.8,SONY
10141,7.8,SONY
8360,7.8,SONY
2403,7.8,SONY
10993,7.8,SONY
13619,7.8,SONY
6505,7.8,SONY
14504,7.8,SONY
716,7.8,SONY
14133,7.8,SONY
15442,7.8,SONY
6450,7.8,SONY
4074,7.8,SONY
17166,7.8,SONY
10465,7.8,SONY
8407,7.8,SONY
8953,7.8,SONY
10230,7.8,SONY
4286,7.7,SONY
4059,7.7,SONY
7420,7.7,SONY
6363,7.7,SONY
5842,7.7,SONY
10643,7.7,SONY
3900,7.7,SONY
8448,7.7,SONY
7195,7.7,SONY
3648,7.7,SONY
11606,7.7,SONY
6209,7.7,SONY
8307,7.7,SONY
13074,7.7,SONY
13138,7.7,SONY
12528,7.7,SONY
2998,7.7,SONY
13746,7.7,SONY
10327,7.7,SONY
13748,7.7,SONY
13134,7.7,SONY
7101,7.7,SONY
3639,7.7,SONY
1314,7.7,SONY
4322,7.7,SONY
293,7.7,SONY
8758,7.7,SONY
14377,7.7,SONY
12280,7.7,SONY
6771,7.7,SONY
11711,7.7,SONY
6872,7.7,SONY
11144,7.7,SONY
15999,7.7,SONY
15698,7.7,SONY
6411,7.7,SONY
15916,7.7,SONY
16000,7.7,SONY
4039,7.7,SONY
475,7.7,SONY
8521,7.7,SONY
1221,7.7,SONY
7351,7.7,SONY
11655,7.7,SONY
16428,7.7,SONY
1112,7.7,SONY
11157,7.7,SONY
6083,7.7,SONY
11481,7.7,SONY
15338,7.7,SONY
739,7.7,SONY
3994,7.7,SONY
10575,7.7,SONY
13796,7.7,SONY
6033,7.7,SONY
15707,7.7,SONY
6025,7.7,SONY
11660,7.7,SONY
13872,7.7,SONY
8477,7.7,SONY
4250,7.7,SONY
11608,7.7,SONY
7377,7.7,SONY
6869,7.7,SONY
4187,7.7,SONY
14690,7.7,SONY
10343,7.7,SONY
11528,7.7,SONY
14527,7.7,SONY
1366,7.7,SONY
3926,7.7,SONY
12565,7.7,SONY
2561,7.7,SONY
11324,7.7,SONY
5979,7.7,SONY
2735,7.7,SONY
8283,7.7,SONY
13866,7.7,SONY
10099,7.7,SONY
2902,7.7,SONY
7829,7.7,SONY
5549,7.7,SONY
10785,7.7,SONY
4482,7.7,SONY
5029,7.7,SONY
12162,7.7,SONY
14980,7.7,SONY
9808,7.7,SONY
10194,7.7,SONY
15199,7.7,SONY
14842,7.7,SONY
8172,7.7,SONY
1600,7.7,SONY
14984,7.7,SONY
9715,7.7,SONY
8901,7.7,SONY
3407,7.7,SONY
8876,7.7,SONY
10913,7.7,SONY
12159,7.7,SONY
5038,7.7,SONY
12189,7.7,SONY
15943,7.7,SONY
3511,7.7,SONY
8870,7.7,SONY
2140,7.7,SONY
10709,7.7,SONY
3411,7.7,SONY
13716,7.7,SONY
12124,7.7,SONY
7674,7.7,SONY
5476,7.7,SONY
16592,7.7,SONY
11955,7.7,SONY
883,7.7,SONY
5512,7.7,SONY
4511,7.7,SONY
5060,7.7,SONY
13429,7.7,SONY
7617,7.7,SONY
5531,7.7,SONY
9277,7.7,SONY
4440,7.7,SONY
8923,7.7,SONY
7530,7.7,SONY
5212,7.7,SONY
12226,7.7,SONY
5668,7.7,SONY
7563,7.7,SONY
4345,7.7,SONY
400,7.7,SONY
8161,7.7,SONY
932,7.7,SONY
13015,7.7,SONY
4908,7.7,SONY
2115,7.7,SONY
13036,7.7,SONY
12244,7.7,SONY
17701,7.7,SONY
3472,7.7,SONY
15601,7.7,SONY
3577,7.7,SONY
3617,7.7,SONY
7972,7.7,SONY
262,7.7,SONY
2325,7.7,SONY
16640,7.7,SONY
2784,7.7,SONY
16692,7.7,SONY
15113,7.7,SONY
5210,7.7,SONY
16997,7.7,SONY
8077,7.7,SONY
1529,7.6,SONY
7749,7.6,SONY
2025,7.6,SONY
15535,7.6,SONY
8988,7.6,SONY
6294,7.6,SONY
7014,7.6,SONY
14113,7.6,SONY
5097,7.6,SONY
11545,7.6,SONY
721,7.6,SONY
5162,7.6,SONY
13439,7.6,SONY
13847,7.6,SONY
4034,7.6,SONY
12392,7.6,SONY
10476,7.6,SONY
3761,7.6,SONY
12062,7.6,SONY
14500,7.6,SONY
5179,7.6,SONY
10750,7.6,SONY
10216,7.6,SONY
14493,7.6,SONY
2884,7.6,SONY
791,7.6,SONY
14472,7.6,SONY
1310,7.6,SONY
12715,7.6,SONY
17752,7.6,SONY
6877,7.6,SONY
13675,7.6,SONY
10803,7.6,SONY
1362,7.6,SONY
1353,7.6,SONY
856,7.6,SONY
6726,7.6,SONY
4935,7.6,SONY
4927,7.6,SONY
16046,7.6,SONY
14391,7.6,SONY
2354,7.6,SONY
7999,7.6,SONY
4775,7.6,SONY
9286,7.6,SONY
531,7.6,SONY
6773,7.6,SONY
566,7.6,SONY
4811,7.6,SONY
4834,7.6,SONY
17501,7.6,SONY
4738,7.6,SONY
7004,7.6,SONY
2271,7.6,SONY
4023,7.6,SONY
8537,7.6,SONY
10488,7.6,SONY
11476,7.6,SONY
1578,7.6,SONY
11474,7.6,SONY
6980,7.6,SONY
1841,7.6,SONY
9926,7.6,SONY
10516,7.6,SONY
2171,7.6,SONY
6948,7.6,SONY
3988,7.6,SONY
194,7.6,SONY
180,7.6,SONY
8511,7.6,SONY
1599,7.6,SONY
7919,7.6,SONY
9249,7.6,SONY
343,7.6,SONY
9290,7.6,SONY
7933,7.6,SONY
5059,7.6,SONY
8039,7.6,SONY
12589,7.6,SONY
7655,7.6,SONY
11869,7.6,SONY
11671,7.6,SONY
9338,7.6,SONY
3745,7.6,SONY
16438,7.6,SONY
8194,7.6,SONY
1943,7.6,SONY
17014,7.6,SONY
5502,7.6,SONY
5487,7.6,SONY
14176,7.6,SONY
14787,7.6,SONY
507,7.6,SONY
16335,7.6,SONY
8825,7.6,SONY
1114,7.6,SONY
8665,7.6,SONY
11154,7.6,SONY
14609,7.6,SONY
14891,7.6,SONY
5891,7.6,SONY
4285,7.6,SONY
2564,7.6,SONY
7407,7.6,SONY
5589,7.6,SONY
3380,7.6,SONY
12889,7.6,SONY
3343,7.6,SONY
5604,7.6,SONY
4269,7.6,SONY
11698,7.6,SONY
9837,7.6,SONY
13768,7.6,SONY
11696,7.6,SONY
17274,7.6,SONY
13784,7.6,SONY
4458,7.6,SONY
15939,7.6,SONY
7364,7.6,SONY
12567,7.6,SONY
5956,7.6,SONY
514,7.6,SONY
11684,7.6,SONY
15569,7.6,SONY
15674,7.6,SONY
16583,7.6,SONY
14607,7.6,SONY
2743,7.6,SONY
19,7.6,SONY
16546,7.6,SONY
14162,7.6,SONY
13480,7.6,SONY
9605,7.6,SONY
393,7.6,SONY
5319,7.6,SONY
3289,7.6,SONY
7491,7.6,SONY
2477,7.6,SONY
7711,7.6,SONY
4572,7.6,SONY
7211,7.6,SONY
10422,7.6,SONY
4097,7.6,SONY
4105,7.6,SONY
7196,7.6,SONY
16306,7.6,SONY
11772,7.6,SONY
7445,7.6,SONY
13811,7.6,SONY
16758,7.6,SONY
12418,7.6,SONY
17277,7.6,SONY
11051,7.6,SONY
7145,7.6,SONY
16507,7.6,SONY
9608,7.6,SONY
4556,7.6,SONY
8268,7.6,SONY
42,7.6,SONY
2538,7.6,SONY
11171,7.6,SONY
127,7.6,SONY
12908,7.6,SONY
3381,7.6,SONY
5339,7.6,SONY
10591,7.6,SONY
3621,7.5,SONY
3481,7.5,SONY
14214,7.5,SONY
10553,7.5,SONY
7540,7.5,SONY
11111,7.5,SONY
7485,7.5,SONY
3221,7.5,SONY
3371,7.5,SONY
3645,7.5,SONY
10031,7.5,SONY
17183,7.5,SONY
10849,7.5,SONY
9407,7.5,SONY
7137,7.5,SONY
10090,7.5,SONY
16446,7.5,SONY
1707,7.5,SONY
13098,7.5,SONY
8378,7.5,SONY
7696,7.5,SONY
10607,7.5,SONY
7790,7.5,SONY
7788,7.5,SONY
7015,7.5,SONY
7776,7.5,SONY
12944,7.5,SONY
10721,7.5,SONY
15903,7.5,SONY
8354,7.5,SONY
9254,7.5,SONY
7841,7.5,SONY
9765,7.5,SONY
10884,7.5,SONY
12856,7.5,SONY
1367,7.5,SONY
9262,7.5,SONY
16599,7.5,SONY
3843,7.5,SONY
7369,7.5,SONY
3243,7.5,SONY
8200,7.5,SONY
9356,7.5,SONY
2186,7.5,SONY
3412,7.5,SONY
14107,7.5,SONY
3829,7.5,SONY
7332,7.5,SONY
14237,7.5,SONY
7747,7.5,SONY
9767,7.5,SONY
1042,7.5,SONY
5859,7.5,SONY
9516,7.5,SONY
321,7.5,SONY
943,7.5,SONY
1905,7.5,SONY
13147,7.5,SONY
5283,7.5,SONY
4186,7.5,SONY
15031,7.5,SONY
14614,7.5,SONY
6040,7.5,SONY
1921,7.5,SONY
13346,7.5,SONY
969,7.5,SONY
2125,7.5,SONY
1069,7.5,SONY
13376,7.5,SONY
4114,7.5,SONY
339,7.5,SONY
4655,7.5,SONY
6286,7.5,SONY
13826,7.5,SONY
2073,7.5,SONY
15139,7.5,SONY
2726,7.5,SONY
10215,7.5,SONY
3103,7.5,SONY
9216,7.5,SONY
340,7.5,SONY
10423,7.5,SONY
14515,7.5,SONY
5170,7.5,SONY
8959,7.5,SONY
6201,7.5,SONY
1066,7.5,SONY
12555,7.5,SONY
14510,7.5,SONY
4273,7.5,SONY
14889,7.5,SONY
16375,7.5,SONY
10291,7.5,SONY
5624,7.5,SONY
4529,7.5,SONY
11838,7.5,SONY
14803,7.5,SONY
10292,7.5,SONY
9827,7.5,SONY
8843,7.5,SONY
4503,7.5,SONY
734,7.5,SONY
9648,7.5,SONY
5566,7.5,SONY
14851,7.5,SONY
5470,7.5,SONY
14907,7.5,SONY
14757,7.5,SONY
5770,7.5,SONY
4292,7.5,SONY
4564,7.5,SONY
5383,7.5,SONY
5399,7.5,SONY
8753,7.5,SONY
596,7.5,SONY
5747,7.5,SONY
2434,7.5,SONY
2312,7.5,SONY
8793,7.5,SONY
5734,7.5,SONY
9435,7.5,SONY
11925,7.5,SONY
10314,7.5,SONY
15147,7.5,SONY
10226,7.5,SONY
12125,7.5,SONY
12169,7.5,SONY
12190,7.5,SONY
6670,7.5,SONY
3948,7.5,SONY
9750,7.5,SONY
12712,7.5,SONY
13865,7.5,SONY
13853,7.5,SONY
8557,7.5,SONY
9046,7.5,SONY
5006,7.5,SONY
9044,7.5,SONY
12684,7.5,SONY
3148,7.5,SONY
6430,7.5,SONY
3927,7.5,SONY
10189,7.5,SONY
4751,7.5,SONY
12714,7.5,SONY
15389,7.5,SONY
13547,7.5,SONY
4917,7.5,SONY
15832,7.5,SONY
10187,7.5,SONY
6719,7.5,SONY
15383,7.5,SONY
6727,7.5,SONY
11386,7.5,SONY
4882,7.5,SONY
9771,7.5,SONY
13104,7.5,SONY
10169,7.5,SONY
16886,7.5,SONY
10500,7.5,SONY
5070,7.5,SONY
3139,7.5,SONY
13683,7.5,SONY
14487,7.5,SONY
2567,7.5,SONY
11552,7.5,SONY
3138,7.5,SONY
9735,7.5,SONY
6374,7.5,SONY
15190,7.5,SONY
6390,7.5,SONY
8078,7.4,SONY
17351,7.4,SONY
4966,7.4,SONY
2928,7.4,SONY
15390,7.4,SONY
11937,7.4,SONY
9275,7.4,SONY
4646,7.4,SONY
15176,7.4,SONY
4936,7.4,SONY
15157,7.4,SONY
13692,7.4,SONY
14135,7.4,SONY
12105,7.4,SONY
7901,7.4,SONY
13718,7.4,SONY
3516,7.4,SONY
1565,7.4,SONY
12235,7.4,SONY
14041,7.4,SONY
5111,7.4,SONY
355,7.4,SONY
10829,7.4,SONY
5528,7.4,SONY
9769,7.4,SONY
1585,7.4,SONY
4500,7.4,SONY
9113,7.4,SONY
13685,7.4,SONY
5405,7.4,SONY
4740,7.4,SONY
7668,7.4,SONY
12408,7.4,SONY
7703,7.4,SONY
5215,7.4,SONY
5316,7.4,SONY
5305,7.4,SONY
4590,7.4,SONY
5010,7.4,SONY
3441,7.4,SONY
12061,7.4,SONY
12938,7.4,SONY
9159,7.4,SONY
5270,7.4,SONY
5263,7.4,SONY
7751,7.4,SONY
9741,7.4,SONY
5198,7.4,SONY
622,7.4,SONY
17699,7.4,SONY
5028,7.4,SONY
13410,7.4,SONY
4586,7.4,SONY
13715,7.4,SONY
768,7.4,SONY
12187,7.4,SONY
12186,7.4,SONY
7915,7.4,SONY
265,7.4,SONY
5366,7.4,SONY
4988,7.4,SONY
1976,7.4,SONY
11970,7.4,SONY
980,7.4,SONY
15019,7.4,SONY
11091,7.4,SONY
1168,7.4,SONY
3598,7.4,SONY
16011,7.4,SONY
11293,7.4,SONY
16028,7.4,SONY
7065,7.4,SONY
9925,7.4,SONY
9227,7.4,SONY
8365,7.4,SONY
13510,7.4,SONY
6313,7.4,SONY
14509,7.4,SONY
1391,7.4,SONY
9901,7.4,SONY
10004,7.4,SONY
13124,7.4,SONY
10589,7.4,SONY
17146,7.4,SONY
17559,7.4,SONY
12823,7.4,SONY
8323,7.4,SONY
14288,7.4,SONY
9515,7.4,SONY
4098,7.4,SONY
3601,7.4,SONY
3465,7.4,SONY
13816,7.4,SONY
17442,7.4,SONY
1848,7.4,SONY
6186,7.4,SONY
8436,7.4,SONY
11365,7.4,SONY
6784,7.4,SONY
299,7.4,SONY
14388,7.4,SONY
15846,7.4,SONY
13319,7.4,SONY
8478,7.4,SONY
3219,7.4,SONY
13549,7.4,SONY
6702,7.4,SONY
11394,7.4,SONY
11423,7.4,SONY
12688,7.4,SONY
12765,7.4,SONY
8422,7.4,SONY
16084,7.4,SONY
3158,7.4,SONY
6968,7.4,SONY
9478,7.4,SONY
6616,7.4,SONY
8513,7.4,SONY
17552,7.4,SONY
4022,7.4,SONY
11304,7.4,SONY
10421,7.4,SONY
15732,7.4,SONY
7343,7.4,SONY
9847,7.4,SONY
13478,7.4,SONY
11751,7.4,SONY
14631,7.4,SONY
4362,7.4,SONY
1106,7.4,SONY
7359,7.4,SONY
8711,7.4,SONY
2736,7.4,SONY
13740,7.4,SONY
14613,7.4,SONY
11702,7.4,SONY
8245,7.4,SONY
15918,7.4,SONY
9337,7.4,SONY
4303,7.4,SONY
16163,7.4,SONY
10027,7.4,SONY
2499,7.4,SONY
4423,7.4,SONY
13351,7.4,SONY
5621,7.4,SONY
8656,7.4,SONY
5600,7.4,SONY
3693,7.4,SONY
6182,7.4,SONY
9888,7.4,SONY
11847,7.4,SONY
9214,7.4,SONY
8655,7.4,SONY
5569,7.4,SONY
12448,7.4,SONY
8260,7.4,SONY
16933,7.4,SONY
11195,7.4,SONY
14544,7.4,SONY
8449,7.3,SONY
597,7.3,SONY
10297,7.3,SONY
13115,7.3,SONY
8492,7.3,SONY
13673,7.3,SONY
13614,7.3,SONY
8819,7.3,SONY
8831,7.3,SONY
9065,7.3,SONY
13732,7.3,SONY
16056,7.3,SONY
10412,7.3,SONY
736,7.3,SONY
8887,7.3,SONY
8733,7.3,SONY
16200,7.3,SONY
8951,7.3,SONY
8291,7.3,SONY
14028,7.3,SONY
741,7.3,SONY
17278,7.3,SONY
3122,7.3,SONY
8986,7.3,SONY
13713,7.3,SONY
9008,7.3,SONY
10444,7.3,SONY
14019,7.3,SONY
8922,7.3,SONY
13097,7.3,SONY
17343,7.3,SONY
594,7.3,SONY
3254,7.3,SONY
13650,7.3,SONY
10581,7.3,SONY
10749,7.3,SONY
13235,7.3,SONY
1798,7.3,SONY
6861,7.3,SONY
8043,7.3,SONY
5987,7.3,SONY
14490,7.3,SONY
6296,7.3,SONY
6240,7.3,SONY
6231,7.3,SONY
11592,7.3,SONY
6184,7.3,SONY
6136,7.3,SONY
4195,7.3,SONY
6094,7.3,SONY
17729,7.3,SONY
11683,7.3,SONY
6389,7.3,SONY
16972,7.3,SONY
4247,7.3,SONY
14683,7.3,SONY
5929,7.3,SONY
5923,7.3,SONY
13499,7.3,SONY
5824,7.3,SONY
4312,7.3,SONY
16289,7.3,SONY
13496,7.3,SONY
6373,7.3,SONY
316,7.3,SONY
11306,7.3,SONY
11424,7.3,SONY
6974,7.3,SONY
13556,7.3,SONY
9425,7.3,SONY
9963,7.3,SONY
2238,7.3,SONY
11366,7.3,SONY
12733,7.3,SONY
11374,7.3,SONY
13329,7.3,SONY
2245,7.3,SONY
13546,7.3,SONY
9485,7.3,SONY
3944,7.3,SONY
311,7.3,SONY
6544,7.3,SONY
14451,7.3,SONY
14452,7.3,SONY
443,7.3,SONY
14461,7.3,SONY
1266,7.3,SONY
6444,7.3,SONY
14477,7.3,SONY
5769,7.3,SONY
17702,7.3,SONY
11758,7.3,SONY
9789,7.3,SONY
17063,7.3,SONY
